2024/03/31 23:10;13.00
2024/04/02 00:31;69
2024/04/02 00:31;39
1970-01-01 01:00:05;28.90
1970-01-01 01:00:30;28.90
1970-01-01 01:00:04;29.00
1970-01-01 01:00:29;29.00
1970-01-01 01:00:52;28.90
1970-01-01 01:01:17;29.00
1970-01-01 01:01:41;28.90
1970-01-01 01:00:06;28.50
1970-01-01 01:00:28;28.50
1970-01-01 01:00:52;28.50
1970-01-01 01:01:17;28.50
1970-01-01 01:01:40;28.50
1970-01-01 01:02:05;28.50
1970-01-01 01:02:30;28.50
1970-01-01 01:00:05;28.50
1970-01-01 01:00:25;28.50
1970-01-01 01:00:05;28.50
1970-01-01 01:00:28;28.50
1970-01-01 01:00:49;28.50
1970-01-01 01:01:12;28.50
1970-01-01 01:01:34;28.50
1970-01-01 01:01:55;28.50
1970-01-01 01:02:17;28.50
1970-01-01 01:02:38;28.50
1970-01-01 01:03:01;28.50
1970-01-01 01:03:22;28.50
1970-01-01 01:03:44;28.50
1970-01-01 01:04:05;28.50
1970-01-01 01:04:29;28.50
1970-01-01 01:04:53;28.50
1970-01-01 01:05:18;28.50
1970-01-01 01:05:40;28.50
1970-01-01 01:06:02;28.90
1970-01-01 01:06:23;28.90
1970-01-01 01:06:46;28.90
1970-01-01 01:07:09;28.90
1970-01-01 01:07:33;28.90
1970-01-01 01:07:56;28.90
1970-01-01 01:08:19;28.90
1970-01-01 01:08:41;28.90
1970-01-01 01:09:02;28.90
1970-01-01 01:09:24;28.90
1970-01-01 01:09:48;28.90
1970-01-01 01:10:12;28.90
1970-01-01 01:10:35;28.90
1970-01-01 01:10:58;28.90
1970-01-01 01:11:22;29.00
1970-01-01 01:11:46;28.90
1970-01-01 01:12:07;28.90
1970-01-01 01:12:30;28.90
1970-01-01 01:12:53;28.90
1970-01-01 01:13:16;28.90
1970-01-01 01:13:39;28.90
1970-01-01 01:14:02;28.90
1970-01-01 01:14:25;29.30
1970-01-01 01:14:47;29.40
1970-01-01 01:15:10;29.80
1970-01-01 01:15:31;29.80
1970-01-01 01:15:54;29.80
1970-01-01 01:16:17;29.80
1970-01-01 01:16:38;29.80
1970-01-01 01:17:03;29.80
1970-01-01 01:17:26;29.80
1970-01-01 01:17:49;29.40
1970-01-01 01:18:12;29.30
1970-01-01 01:18:34;29.30
1970-01-01 01:18:57;29.00
1970-01-01 01:19:21;28.90
1970-01-01 01:19:43;28.90
1970-01-01 01:20:05;28.90
1970-01-01 01:20:28;28.90
1970-01-01 01:20:50;29.30
1970-01-01 01:21:13;29.80
1970-01-01 01:21:35;29.80
1970-01-01 01:21:59;29.80
1970-01-01 01:22:22;30.20
1970-01-01 01:22:46;30.10
1970-01-01 01:23:11;29.80
1970-01-01 01:23:34;29.80
1970-01-01 01:23:56;29.40
1970-01-01 01:24:21;29.30
1970-01-01 01:24:42;29.40
1970-01-01 01:25:07;29.40
1970-01-01 01:25:30;29.40
1970-01-01 01:00:07;29.40
1970-01-01 01:00:31;29.30
1970-01-01 01:00:05;29.30
1970-01-01 01:00:29;29.40
1970-01-01 01:00:51;29.40
1970-01-01 01:01:14;29.80
1970-01-01 01:01:36;29.40
1970-01-01 01:01:59;29.30
1970-01-01 01:02:23;29.30
1970-01-01 01:02:48;29.30
1970-01-01 01:00:06;29.30
1970-01-01 01:00:30;29.30
1970-01-01 01:00:55;29.30
1970-01-01 01:01:19;29.30
1970-01-01 01:01:43;29.30
1970-01-01 01:02:04;29.30
1970-01-01 01:02:27;29.30
1970-01-01 01:02:50;29.30
1970-01-01 01:03:11;29.30
1970-01-01 01:03:32;29.30
1970-01-01 01:03:56;29.30
1970-01-01 01:04:19;29.00
1970-01-01 01:04:42;29.00
1970-01-01 01:05:05;29.30
1970-01-01 01:05:30;29.30
1970-01-01 01:05:52;29.30
1970-01-01 01:06:16;29.40
1970-01-01 01:06:40;29.80
1970-01-01 01:07:05;29.40
1970-01-01 01:07:29;29.30
1970-01-01 01:07:52;29.30
1970-01-01 01:08:16;29.30
1970-01-01 01:08:39;29.40
1970-01-01 01:09:02;29.30
1970-01-01 01:09:26;29.30
1970-01-01 01:09:50;29.30
1970-01-01 01:10:13;29.30
1970-01-01 01:10:38;29.30
1970-01-01 01:11:03;29.30
1970-01-01 01:11:25;29.30
1970-01-01 01:11:50;29.30
1970-01-01 01:12:15;29.30
1970-01-01 01:12:38;29.00
1970-01-01 01:13:01;28.90
1970-01-01 01:00:04;28.00
1970-01-01 01:00:30;28.00
1970-01-01 01:00:52;28.00
1970-01-01 01:01:16;28.00
1970-01-01 01:00:04;27.60
1970-01-01 01:00:29;27.60
1970-01-01 01:00:51;27.60
1970-01-01 01:01:11;27.60
1970-01-01 01:01:34;27.60
1970-01-01 01:01:56;27.60
1970-01-01 01:02:21;27.60
1970-01-01 01:02:46;27.60
1970-01-01 01:03:09;27.60
1970-01-01 01:03:30;28.00
1970-01-01 01:00:04;28.00
1970-01-01 01:00:28;27.60
1970-01-01 01:00:50;27.60
1970-01-01 01:01:11;27.60
