2024/03/31 23:10;Ligado
1970-01-01 01:00:05;Desligado
1970-01-01 01:00:30;Desligado
1970-01-01 01:00:53;Desligado
1970-01-01 01:00:04;Desligado
1970-01-01 01:00:29;Desligado
1970-01-01 01:00:52;Desligado
1970-01-01 01:01:17;Desligado
1970-01-01 01:01:41;Desligado
1970-01-01 01:00:06;Desligado
1970-01-01 01:00:28;Desligado
1970-01-01 01:00:52;Desligado
1970-01-01 01:01:17;Desligado
1970-01-01 01:01:40;Desligado
1970-01-01 01:02:05;Desligado
1970-01-01 01:02:30;Desligado
1970-01-01 01:00:05;Desligado
1970-01-01 01:00:25;Desligado
1970-01-01 01:00:03;Desligado
1970-01-01 01:00:05;Desligado
1970-01-01 01:00:28;Desligado
1970-01-01 01:00:49;Desligado
1970-01-01 01:01:12;Desligado
1970-01-01 01:01:34;Desligado
1970-01-01 01:01:55;Desligado
1970-01-01 01:02:17;Desligado
1970-01-01 01:02:38;Desligado
1970-01-01 01:03:01;Desligado
1970-01-01 01:03:22;Desligado
1970-01-01 01:03:44;Desligado
1970-01-01 01:04:05;Desligado
1970-01-01 01:04:29;Desligado
1970-01-01 01:04:53;Desligado
1970-01-01 01:05:18;Desligado
1970-01-01 01:05:40;Desligado
1970-01-01 01:06:02;Desligado
1970-01-01 01:06:23;Desligado
1970-01-01 01:06:46;Desligado
1970-01-01 01:07:09;Desligado
1970-01-01 01:07:33;Desligado
1970-01-01 01:07:56;Desligado
1970-01-01 01:08:19;Desligado
1970-01-01 01:08:41;Desligado
1970-01-01 01:09:02;Desligado
1970-01-01 01:09:24;Desligado
1970-01-01 01:09:48;Desligado
1970-01-01 01:10:12;Desligado
1970-01-01 01:10:35;Desligado
1970-01-01 01:10:58;Desligado
1970-01-01 01:11:22;Desligado
1970-01-01 01:11:46;Desligado
1970-01-01 01:12:07;Desligado
1970-01-01 01:12:30;Desligado
1970-01-01 01:12:53;Desligado
1970-01-01 01:13:16;Desligado
1970-01-01 01:13:39;Desligado
1970-01-01 01:14:02;Desligado
1970-01-01 01:14:25;Desligado
1970-01-01 01:14:47;Desligado
1970-01-01 01:15:10;Desligado
1970-01-01 01:15:31;Desligado
1970-01-01 01:15:54;Desligado
1970-01-01 01:16:17;Desligado
1970-01-01 01:16:38;Desligado
1970-01-01 01:17:03;Desligado
1970-01-01 01:17:26;Desligado
1970-01-01 01:17:49;Desligado
1970-01-01 01:18:12;Desligado
1970-01-01 01:18:34;Desligado
1970-01-01 01:18:57;Desligado
1970-01-01 01:19:21;Desligado
1970-01-01 01:19:43;Desligado
1970-01-01 01:20:05;Desligado
1970-01-01 01:20:28;Desligado
1970-01-01 01:20:50;Desligado
1970-01-01 01:21:13;Desligado
1970-01-01 01:21:35;Desligado
1970-01-01 01:21:59;Desligado
1970-01-01 01:22:22;Desligado
1970-01-01 01:22:46;Desligado
1970-01-01 01:23:11;Desligado
1970-01-01 01:23:34;Desligado
1970-01-01 01:23:56;Desligado
1970-01-01 01:24:21;Desligado
1970-01-01 01:24:42;Desligado
1970-01-01 01:25:07;Desligado
1970-01-01 01:25:30;Desligado
1970-01-01 01:25:55;Desligado
1970-01-01 01:00:07;Desligado
1970-01-01 01:00:31;Desligado
1970-01-01 01:00:54;Desligado
1970-01-01 01:00:05;Desligado
1970-01-01 01:00:29;Desligado
1970-01-01 01:00:51;Desligado
1970-01-01 01:01:14;Desligado
1970-01-01 01:01:36;Desligado
1970-01-01 01:01:59;Desligado
1970-01-01 01:02:23;Desligado
1970-01-01 01:02:48;Desligado
1970-01-01 01:00:06;Desligado
1970-01-01 01:00:30;Desligado
1970-01-01 01:00:55;Desligado
1970-01-01 01:01:19;Desligado
1970-01-01 01:01:43;Desligado
1970-01-01 01:02:04;Desligado
1970-01-01 01:02:27;Desligado
1970-01-01 01:02:50;Desligado
1970-01-01 01:03:11;Desligado
1970-01-01 01:03:32;Desligado
1970-01-01 01:03:56;Desligado
1970-01-01 01:04:19;Ligado
1970-01-01 01:04:42;Ligado
1970-01-01 01:05:05;Ligado
1970-01-01 01:05:30;Ligado
1970-01-01 01:05:52;Ligado
1970-01-01 01:06:16;Ligado
1970-01-01 01:06:40;Ligado
1970-01-01 01:07:05;Ligado
1970-01-01 01:07:29;Ligado
1970-01-01 01:07:52;Ligado
1970-01-01 01:08:16;Ligado
1970-01-01 01:08:39;Ligado
1970-01-01 01:09:02;Ligado
1970-01-01 01:09:26;Ligado
1970-01-01 01:09:50;Ligado
1970-01-01 01:10:13;Ligado
1970-01-01 01:10:38;Ligado
1970-01-01 01:11:03;Ligado
1970-01-01 01:11:25;Ligado
1970-01-01 01:11:50;Ligado
1970-01-01 01:12:15;Desligado
1970-01-01 01:12:38;Desligado
1970-01-01 01:13:01;Desligado
1970-01-01 01:00:04;Desligado
1970-01-01 01:00:30;Desligado
1970-01-01 01:00:52;Desligado
1970-01-01 01:01:16;Desligado
1970-01-01 01:00:04;Desligado
1970-01-01 01:00:29;Desligado
1970-01-01 01:00:51;Desligado
1970-01-01 01:01:11;Desligado
1970-01-01 01:01:34;Desligado
1970-01-01 01:01:56;Ligado
1970-01-01 01:02:21;Desligado
1970-01-01 01:02:46;Desligado
1970-01-01 01:03:09;Desligado
1970-01-01 01:03:30;Desligado
1970-01-01 01:03:54;Desligado
1970-01-01 01:00:04;Desligado
1970-01-01 01:00:28;Desligado
1970-01-01 01:00:50;Desligado
1970-01-01 01:01:11;Desligado
1970-01-01 01:01:34;Desligado
